#ZVView-data-copy:   2-Dec-2019 09:34:42
#=======================================
#
#name:   50-SN-0(N,TOT),,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  34401
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
       0.02585            0       6.6709      0.42529  # 1998,J.A.Harvey          ## 14194002  #dY:6.4%
      0.025855            0       5.3329        0.401  # 1998,J.A.Harvey          ## 14194002  #dY:7.5%
      0.025859            0       4.3015      0.38082  # 1998,J.A.Harvey          ## 14194002  #dY:8.9%
      0.025864            0       4.0137      0.38084  # 1998,J.A.Harvey          ## 14194002  #dY:9.5%
      0.025868            0       4.2936      0.38612  # 1998,J.A.Harvey          ## 14194002  #dY:9.0%
      0.025872            0       4.8122      0.55357  # 1998,J.A.Harvey          ## 14194002  #dY:11.5%
      0.025874            0       4.8152      0.54221  # 1998,J.A.Harvey          ## 14194002  #dY:11.3%
      0.025876            0       5.4717      0.52041  # 1998,J.A.Harvey          ## 14194002  #dY:9.5%
      0.025878            0       4.1605      0.49669  # 1998,J.A.Harvey          ## 14194002  #dY:11.9%
      0.025881            0       5.6695      0.47869  # 1998,J.A.Harvey          ## 14194002  #dY:8.4%
      0.025883            0        5.696      0.45453  # 1998,J.A.Harvey          ## 14194002  #dY:8.0%
      0.025885            0       5.4731      0.46033  # 1998,J.A.Harvey          ## 14194002  #dY:8.4%
      0.025888            0         6.57      0.45548  # 1998,J.A.Harvey          ## 14194002  #dY:6.9%
       0.02589            0       6.4259      0.46078  # 1998,J.A.Harvey          ## 14194002  #dY:7.2%
      0.025892            0        7.339      0.46824  # 1998,J.A.Harvey          ## 14194002  #dY:6.4%
      0.025895            0       7.7916      0.46963  # 1998,J.A.Harvey          ## 14194002  #dY:6.0%
      0.025897            0       9.5268      0.47971  # 1998,J.A.Harvey          ## 14194002  #dY:5.0%
      0.025899            0       10.244      0.47767  # 1998,J.A.Harvey          ## 14194002  #dY:4.7%
      0.025901            0        9.541      0.46797  # 1998,J.A.Harvey          ## 14194002  #dY:4.9%
      0.025904            0       8.3988      0.45313  # 1998,J.A.Harvey          ## 14194002  #dY:5.4%
      0.025906            0       8.3032      0.43337  # 1998,J.A.Harvey          ## 14194002  #dY:5.2%
      0.025908            0       7.2683      0.42209  # 1998,J.A.Harvey          ## 14194002  #dY:5.8%
      0.025911            0       6.3597      0.41346  # 1998,J.A.Harvey          ## 14194002  #dY:6.5%
      0.025913            0       7.3314      0.40828  # 1998,J.A.Harvey          ## 14194002  #dY:5.6%
      0.025915            0       5.6388        0.408  # 1998,J.A.Harvey          ## 14194002  #dY:7.2%
      0.025917            0       4.8163      0.45307  # 1998,J.A.Harvey          ## 14194002  #dY:9.4%
       0.02592            0        6.018      0.51195  # 1998,J.A.Harvey          ## 14194002  #dY:8.5%
      0.025922            0       4.7186      0.62675  # 1998,J.A.Harvey          ## 14194002  #dY:13.3%
      0.025925            0        5.939      0.55774  # 1998,J.A.Harvey          ## 14194002  #dY:9.4%
       0.02593            0       5.7215      0.51391  # 1998,J.A.Harvey          ## 14194002  #dY:9.0%
      0.025935            0       5.0026      0.42509  # 1998,J.A.Harvey          ## 14194002  #dY:8.5%
      0.025939            0       4.6656      0.39828  # 1998,J.A.Harvey          ## 14194002  #dY:8.5%
      0.025944            0       4.2453      0.38863  # 1998,J.A.Harvey          ## 14194002  #dY:9.2%
      0.025948            0       4.3085      0.37134  # 1998,J.A.Harvey          ## 14194002  #dY:8.6%
      0.025953            0       4.7462      0.34614  # 1998,J.A.Harvey          ## 14194002  #dY:7.3%
      0.025958            0       4.5935      0.34113  # 1998,J.A.Harvey          ## 14194002  #dY:7.4%
      0.025962            0       4.2436      0.33704  # 1998,J.A.Harvey          ## 14194002  #dY:7.9%
      0.025967            0       4.7433      0.34133  # 1998,J.A.Harvey          ## 14194002  #dY:7.2%
      0.025971            0       4.4969       0.3421  # 1998,J.A.Harvey          ## 14194002  #dY:7.6%
      0.025976            0       4.8031      0.33371  # 1998,J.A.Harvey          ## 14194002  #dY:6.9%
      0.025981            0        4.746      0.35506  # 1998,J.A.Harvey          ## 14194002  #dY:7.5%
      0.025985            0       5.7827      0.38523  # 1998,J.A.Harvey          ## 14194002  #dY:6.7%
       0.02599            0       5.5221       0.3671  # 1998,J.A.Harvey          ## 14194002  #dY:6.6%
      0.025994            0       5.2332      0.32434  # 1998,J.A.Harvey          ## 14194002  #dY:6.2%
      0.025999            0       5.5063      0.31202  # 1998,J.A.Harvey          ## 14194002  #dY:5.7%
      0.026004            0       6.4413      0.30891  # 1998,J.A.Harvey          ## 14194002  #dY:4.8%
      0.026008            0       6.7525      0.32564  # 1998,J.A.Harvey          ## 14194002  #dY:4.8%
      0.026013            0       6.5507      0.34748  # 1998,J.A.Harvey          ## 14194002  #dY:5.3%
      0.026017            0       6.1346      0.34277  # 1998,J.A.Harvey          ## 14194002  #dY:5.6%
      0.026022            0       5.0026      0.32667  # 1998,J.A.Harvey          ## 14194002  #dY:6.5%
      0.026027            0       4.8938      0.30686  # 1998,J.A.Harvey          ## 14194002  #dY:6.3%
      0.026031            0       5.4821       0.2853  # 1998,J.A.Harvey          ## 14194002  #dY:5.2%
      0.026036            0       5.1364      0.27616  # 1998,J.A.Harvey          ## 14194002  #dY:5.4%
       0.02604            0       5.6996      0.28839  # 1998,J.A.Harvey          ## 14194002  #dY:5.1%
      0.026045            0       6.4924      0.34511  # 1998,J.A.Harvey          ## 14194002  #dY:5.3%
       0.02605            0       10.855      0.46084  # 1998,J.A.Harvey          ## 14194002  #dY:4.2%
      0.026054            0        15.23      0.48356  # 1998,J.A.Harvey          ## 14194002  #dY:3.2%
      0.026059            0       17.583      0.43417  # 1998,J.A.Harvey          ## 14194002  #dY:2.5%
      0.026064            0       17.805      0.39178  # 1998,J.A.Harvey          ## 14194002  #dY:2.2%
      0.026068            0         19.6      0.38181  # 1998,J.A.Harvey          ## 14194002  #dY:1.9%
      0.026073            0       20.968        0.408  # 1998,J.A.Harvey          ## 14194002  #dY:1.9%
      0.026077            0       19.158      0.51222  # 1998,J.A.Harvey          ## 14194002  #dY:2.7%
      0.026082            0       14.125      0.74571  # 1998,J.A.Harvey          ## 14194002  #dY:5.3%
      0.026087            0       6.5262      0.90897  # 1998,J.A.Harvey          ## 14194002  #dY:13.9%
      0.026091            0        6.799      0.69761  # 1998,J.A.Harvey          ## 14194002  #dY:10.3%
      0.026097            0       7.1555      0.48495  # 1998,J.A.Harvey          ## 14194002  #dY:6.8%
      0.026104            0        5.683      0.39946  # 1998,J.A.Harvey          ## 14194002  #dY:7.0%
      0.026111            0        6.115      0.34726  # 1998,J.A.Harvey          ## 14194002  #dY:5.7%
      0.026118            0       5.3886      0.33173  # 1998,J.A.Harvey          ## 14194002  #dY:6.2%
      0.026123            0       5.2529      0.55408  # 1998,J.A.Harvey          ## 14194002  #dY:10.5%
      0.026125            0       5.6275      0.55343  # 1998,J.A.Harvey          ## 14194002  #dY:9.8%
      0.026127            0       5.8157      0.54916  # 1998,J.A.Harvey          ## 14194002  #dY:9.4%
       0.02613            0       7.3476      0.55826  # 1998,J.A.Harvey          ## 14194002  #dY:7.6%
      0.026132            0       7.6974      0.55518  # 1998,J.A.Harvey          ## 14194002  #dY:7.2%
      0.026134            0       9.9018      0.58165  # 1998,J.A.Harvey          ## 14194002  #dY:5.9%
      0.026137            0        10.33      0.59972  # 1998,J.A.Harvey          ## 14194002  #dY:5.8%
      0.026139            0       12.732       0.5938  # 1998,J.A.Harvey          ## 14194002  #dY:4.7%
      0.026141            0       12.944      0.58227  # 1998,J.A.Harvey          ## 14194002  #dY:4.5%
      0.026143            0       13.426      0.59378  # 1998,J.A.Harvey          ## 14194002  #dY:4.4%
      0.026146            0       12.332      0.57705  # 1998,J.A.Harvey          ## 14194002  #dY:4.7%
      0.026148            0       11.376      0.58375  # 1998,J.A.Harvey          ## 14194002  #dY:5.1%
       0.02615            0       9.0764      0.55436  # 1998,J.A.Harvey          ## 14194002  #dY:6.1%
      0.026153            0       7.2646      0.55548  # 1998,J.A.Harvey          ## 14194002  #dY:7.6%
      0.026155            0       5.9997      0.55117  # 1998,J.A.Harvey          ## 14194002  #dY:9.2%
      0.026157            0       5.3584      0.52475  # 1998,J.A.Harvey          ## 14194002  #dY:9.8%
       0.02616            0       5.5188      0.49388  # 1998,J.A.Harvey          ## 14194002  #dY:8.9%
      0.026162            0       3.9466      0.47937  # 1998,J.A.Harvey          ## 14194002  #dY:12.1%
      0.026164            0       4.4118      0.47528  # 1998,J.A.Harvey          ## 14194002  #dY:10.8%
      0.026167            0       3.7976      0.47406  # 1998,J.A.Harvey          ## 14194002  #dY:12.5%
      0.026169            0       4.5126      0.47078  # 1998,J.A.Harvey          ## 14194002  #dY:10.4%
      0.026171            0       4.9289      0.46385  # 1998,J.A.Harvey          ## 14194002  #dY:9.4%
      0.026174            0       4.4037      0.47215  # 1998,J.A.Harvey          ## 14194002  #dY:10.7%
      0.026178            0       4.0795       0.2696  # 1998,J.A.Harvey          ## 14194002  #dY:6.6%
      0.026185            0        4.534      0.28379  # 1998,J.A.Harvey          ## 14194002  #dY:6.3%
      0.026192            0       4.3586      0.26914  # 1998,J.A.Harvey          ## 14194002  #dY:6.2%
      0.026199            0       4.0739      0.23974  # 1998,J.A.Harvey          ## 14194002  #dY:5.9%
      0.026206            0       4.3386       0.2192  # 1998,J.A.Harvey          ## 14194002  #dY:5.1%
      0.026211            0       3.8662      0.36414  # 1998,J.A.Harvey          ## 14194002  #dY:9.4%
      0.026213            0       4.0508       0.3666  # 1998,J.A.Harvey          ## 14194002  #dY:9.1%
      0.026216            0       4.3882      0.39958  # 1998,J.A.Harvey          ## 14194002  #dY:9.1%
      0.026218            0       4.1377      0.45064  # 1998,J.A.Harvey          ## 14194002  #dY:10.9%
       0.02622            0       5.6379      0.52992  # 1998,J.A.Harvey          ## 14194002  #dY:9.4%
      0.026223            0       5.7192      0.61457  # 1998,J.A.Harvey          ## 14194002  #dY:10.7%
      0.026225            0       6.1498      0.65614  # 1998,J.A.Harvey          ## 14194002  #dY:10.7%
      0.026227            0       6.4247      0.62968  # 1998,J.A.Harvey          ## 14194002  #dY:9.8%
       0.02623            0       6.7238      0.61453  # 1998,J.A.Harvey          ## 14194002  #dY:9.1%
      0.026232            0        7.456      0.61264  # 1998,J.A.Harvey          ## 14194002  #dY:8.2%
      0.026234            0       8.8007      0.64515  # 1998,J.A.Harvey          ## 14194002  #dY:7.3%
      0.026237            0        10.23      0.68149  # 1998,J.A.Harvey          ## 14194002  #dY:6.7%
      0.026239            0       11.037      0.64109  # 1998,J.A.Harvey          ## 14194002  #dY:5.8%
      0.026241            0       9.2379      0.59639  # 1998,J.A.Harvey          ## 14194002  #dY:6.5%
      0.026244            0       8.8519      0.58929  # 1998,J.A.Harvey          ## 14194002  #dY:6.7%
      0.026246            0       8.4622      0.62415  # 1998,J.A.Harvey          ## 14194002  #dY:7.4%
      0.026248            0       6.2604      0.67699  # 1998,J.A.Harvey          ## 14194002  #dY:10.8%
      0.026251            0       5.0137      0.75145  # 1998,J.A.Harvey          ## 14194002  #dY:15.0%
      0.026253            0       5.0079      0.77383  # 1998,J.A.Harvey          ## 14194002  #dY:15.5%
      0.026255            0       3.1869      0.71042  # 1998,J.A.Harvey          ## 14194002  #dY:22.3%
      0.026258            0        3.774      0.64618  # 1998,J.A.Harvey          ## 14194002  #dY:17.1%
       0.02626            0       3.5035      0.61685  # 1998,J.A.Harvey          ## 14194002  #dY:17.6%
      0.026262            0       3.5971      0.56399  # 1998,J.A.Harvey          ## 14194002  #dY:15.7%
      0.026265            0       3.6924      0.53556  # 1998,J.A.Harvey          ## 14194002  #dY:14.5%
      0.026267            0       4.4155      0.52986  # 1998,J.A.Harvey          ## 14194002  #dY:12.0%
      0.026269            0       4.9606      0.52975  # 1998,J.A.Harvey          ## 14194002  #dY:10.7%
      0.026272            0       5.2033      0.53514  # 1998,J.A.Harvey          ## 14194002  #dY:10.3%
      0.026274            0       7.6314      0.53926  # 1998,J.A.Harvey          ## 14194002  #dY:7.1%
      0.026276            0       8.6555       0.5373  # 1998,J.A.Harvey          ## 14194002  #dY:6.2%
      0.026279            0        10.82      0.55151  # 1998,J.A.Harvey          ## 14194002  #dY:5.1%
      0.026281            0       12.724      0.56212  # 1998,J.A.Harvey          ## 14194002  #dY:4.4%
      0.026283            0       15.916      0.59162  # 1998,J.A.Harvey          ## 14194002  #dY:3.7%
      0.026286            0       17.977      0.60511  # 1998,J.A.Harvey          ## 14194002  #dY:3.4%
      0.026288            0       16.764      0.57846  # 1998,J.A.Harvey          ## 14194002  #dY:3.5%
       0.02629            0       15.601      0.56404  # 1998,J.A.Harvey          ## 14194002  #dY:3.6%
      0.026293            0        14.43      0.51617  # 1998,J.A.Harvey          ## 14194002  #dY:3.6%
      0.026295            0       13.047      0.48944  # 1998,J.A.Harvey          ## 14194002  #dY:3.8%
      0.026297            0       11.895      0.48115  # 1998,J.A.Harvey          ## 14194002  #dY:4.0%
        0.0263            0       10.746      0.49689  # 1998,J.A.Harvey          ## 14194002  #dY:4.6%
      0.026302            0       9.8412      0.56389  # 1998,J.A.Harvey          ## 14194002  #dY:5.7%
      0.026304            0       7.5192        0.655  # 1998,J.A.Harvey          ## 14194002  #dY:8.7%
      0.026307            0       8.3127      0.83098  # 1998,J.A.Harvey          ## 14194002  #dY:10.0%
      0.026309            0       7.1125      0.93335  # 1998,J.A.Harvey          ## 14194002  #dY:13.1%
      0.026311            0       7.1431      0.91379  # 1998,J.A.Harvey          ## 14194002  #dY:12.8%
      0.026314            0       3.8466      0.88235  # 1998,J.A.Harvey          ## 14194002  #dY:22.9%
      0.026318            0       6.6245      0.41135  # 1998,J.A.Harvey          ## 14194002  #dY:6.2%
